Serial # in Treebank,Citation,Greek text,English,Lemmas,,,,,,,,,,,,,,,,,,,,,,Serial # in Treebank,Citation,Greek text,English,Lemmas
2274300,1.342-1.344,"[1.342] ἦ γὰρ ὅ γ᾽ ὀλοιῇσι φρεσὶ θύει, [1.343] οὐ δέ τι οἶδε νοῆσαι ἅμα πρόσσω καὶ ὀπίσσω, [1.344] ὅππως οἱ παρὰ νηυσὶ σόοι μαχέοιντο Ἀχαιοί.","Truly he rages with baneful mind, and knows not at all to look both before and after, that his Achaeans might wage war in safety beside their ships.",ἦ γάρ ὁ γε ὀλοός φρήν θύω2 οὐ δέ τις οἶδα νοέω ἅμα πρόσω καί ὀπίσω ὅπως ἕ παρά ναῦς σῶς μάχομαι Ἀχαιός,,,,,,,,,,,,,,,,,,,,,,,,,,
2274301,1.345-1.347,"[1.345] ὣς φάτο, Πάτροκλος δὲ φίλῳ ἐπεπείθεθ᾽ ἑταίρῳ, [1.346] ἐκ δ᾽ ἄγαγε κλισίης Βρισηΐδα καλλιπάρῃον, [1.347] δῶκε δ᾽ ἄγειν:","So he spoke, and Patroclus obeyed his dear comrade, and led forth from the hut the fair-cheeked Briseis, and gave her to them to lead away.",ὡς φημί Πάτροκλος δέ φίλος ἐπιπείθομαι ἑταῖρος ἐκ δέ ἄγω κλισία Βρισηίς καλλιπάρηος δίδωμι δέ ἄγω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274302,1.347,[1.347] τὼ δ᾽ αὖτις ἴτην παρὰ νῆας Ἀχαιῶν:,"So the two went back beside the ships of the Achaeans,",ὁ δέ αὖθις εἶμι παρά ναῦς Ἀχαιός,,,,,,,,,,,,,,,,,,,,,,,,,,
2274303,1.348,[1.348] ἣ δ᾽ ἀέκουσ᾽ ἅμα τοῖσι γυνὴ κίεν:,"and with them, all unwilling, went the woman.",ὁ δέ ἀέκων ἅμα ὁ γυνή κίω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274304,1.348-1.350,"[1.348] αὐτὰρ Ἀχιλλεὺς [1.349] δακρύσας ἑτάρων ἄφαρ ἕζετο νόσφι λιασθείς, [1.350] θῖν᾽ ἔφ᾽ ἁλὸς πολιῆς, ὁρόων ἐπ᾽ ἀπείρονα πόντον:","But Achilles burst into tears, and withdrew apart from his comrades, and sat down on the shore of the grey sea, looking forth over the wine-dark deep.",ἀτάρ Ἀχιλλεύς δακρύω ἑταῖρος ἄφαρ ἕζομαι νόσφι λιάζομαι θίς ἐπί ἅλς πολιός ὁράω ἐπί ἀπείρων2 πόντος,,,,,,,,,,,,,,,,,,,,,,,,,,
2274305,1.351,[1.351] πολλὰ δὲ μητρὶ φίλῃ ἠρήσατο χεῖρας ὀρεγνύς:,Earnestly he prayed to his dear mother with hands outstretched:,πολύς δέ μήτηρ φίλος ἀράομαι χείρ ὀρέγνυμι,,,,,,,,,,,,,,,,,,,,,,,,,,
2274306,1.352-1.354,"[1.352] μῆτερ ἐπεί μ᾽ ἔτεκές γε μινυνθάδιόν περ ἐόντα, [1.353] τιμήν πέρ μοι ὄφελλεν Ὀλύμπιος ἐγγυαλίξαι [1.354] Ζεὺς ὑψιβρεμέτης:","Mother, since you bore me, though to so brief a span of life, honour surely ought the Olympian to have given into my hands, Zeus who thunders on high;",μήτηρ ἐπεί ἐγώ τίκτω γε μινυνθάδιος πέρ εἰμί τιμή πέρ ἐγώ ὀφέλλω Ὀλύμπιος ἐγγυαλίζω Ζεύς ὑψιβρεμέτης,,,,,,,,,,,,,,,,,,,,,,,,,,
2274307,1.354,[1.354] νῦν δ᾽ οὐ δέ με τυτθὸν ἔτισεν:,but now he has honoured me not a bit.,νῦν δέ οὐ δέ ἐγώ τυτθός τίνω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274308,1.355-1.356,[1.355] ἦ γάρ μ᾽ Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων [1.356] ἠτίμησεν:,"Truly the son of Atreus, wide-ruling Agamemnon has dishonoured me:",ἦ γάρ ἐγώ Ἀτρείδης εὐρύς κρείων Ἀγαμέμνων ἀτιμάω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274309,1.356,[1.356] ἑλὼν γὰρ ἔχει γέρας αὐτὸς ἀπούρας.,for he has taken and keeps my prize through his own arrogant act.,αἱρέω γάρ ἔχω γέρας αὐτός ἀπαυράω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274310,1.357-1.358,"[1.357] ὣς φάτο δάκρυ χέων, τοῦ δ᾽ ἔκλυε πότνια μήτηρ [1.358] ἡμένη ἐν βένθεσσιν ἁλὸς παρὰ πατρὶ γέροντι:","So he spoke, weeping, and his lady mother heard him, as she sat in the depths of the sea beside the old man, her father.",ὡς φημί δάκρυον χέω ὁ δέ κλύω πότνια μήτηρ ἧμαι ἐν βένθος ἅλς παρά πατήρ γέρων,,,,,,,,,,,,,,,,,,,,,,,,,,
2274311,1.359-1.361,"[1.359] καρπαλίμως δ᾽ ἀνέδυ πολιῆς ἁλὸς ἠΰτ᾽ ὀμίχλη, [1.360] καί ῥα πάροιθ᾽ αὐτοῖο καθέζετο δάκρυ χέοντος, [1.361] χειρί τέ μιν κατέρεξεν ἔπος τ᾽ ἔφατ᾽ ἔκ τ᾽ ὀνόμαζε: [0]","And speedily she came forth from the grey sea like a mist, and sat down before him, as he wept, and she stroked him with her hand, and spoke to him, and called him by name:",καρπάλιμος δέ ἀναδύνω πολιός ἅλς ἠύτε ὁμίχλη καί ἄρα πάροιθε αὐτός καθέζομαι δάκρυον χέω χείρ τε μιν καταρρέζω ἔπος τε φημί ἐκ τε ὀνομάζω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274312,1.362,[1.362] τέκνον τί κλαίεις;,"My child, why do you weep?",τέκνον τις κλαίω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274313,1.362,[1.362] τί δέ σε φρένας ἵκετο πένθος;,What sorrow has come upon your heart?,τις δέ σύ φρήν ἱκνέομαι πένθος,,,,,,,,,,,,,,,,,,,,,,,,,,
2274314,1.363,"[1.363] ἐξαύδα, μὴ κεῦθε νόῳ, ἵνα εἴδομεν ἄμφω.","Speak out; hide it not in your mind, that we both may know.",ἐξαυδάω μή κεύθω νόος ἵνα οἶδα ἄμφω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274315,1.364,[1.364] τὴν δὲ βαρὺ στενάχων προσέφη πόδας ὠκὺς Ἀχιλλεύς:,Then with heavy moaning spoke swift-footed Achilles to her:,ὁ δέ βαρύς στενάχω πρόσφημι πούς ὠκύς Ἀχιλλεύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2274316,1.365,[1.365] οἶσθα:,You know.,οἶδα,,,,,,,,,,,,,,,,,,,,,,,,,,
2274317,1.365,[1.365] τί ἤ τοι ταῦτα ἰδυίῃ πάντ᾽ ἀγορεύω;,Why then should I tell the tale to you who knows all?,τις ἤ2 σύ οὗτος οἶδα πᾶς ἀγορεύω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274318,1.366-1.367,"[1.366] ᾠχόμεθ᾽ ἐς Θήβην ἱερὴν πόλιν Ἠετίωνος, [1.367] τὴν δὲ διεπράθομέν τε καὶ ἤγομεν ἐνθάδε πάντα: [0]","We went forth to Thebe, the sacred city of Eetion, and laid it waste, and brought here all the spoil.",οἴχομαι εἰς Θήβη ἱερός πόλις Ἠετίων ὁ δέ διαπέρθω τε καί ἄγω ἐνθάδε πᾶς,,,,,,,,,,,,,,,,,,,,,,,,,,
2274319,1.368-1.369,"[1.368] καὶ τὰ μὲν εὖ δάσσαντο μετὰ σφίσιν υἷες Ἀχαιῶν, [1.369] ἐκ δ᾽ ἕλον Ἀτρεΐδῃ Χρυσηΐδα καλλιπάρῃον.","This the sons of the Achaeans divided properly among themselves, but for the son of Atreus they chose out the fair-cheeked daughter of Chryses.",καί ὁ μέν εὖ δατέομαι μετά σφεῖς υἱός Ἀχαιός ἐκ δέ αἱρέω Ἀτρείδης Χρυσηίς καλλιπάρηος,,,,,,,,,,,,,,,,,,,,,,,,,,
2274320,1.370-1.375,"[1.370] Χρύσης δ᾽ αὖθ᾽ ἱερεὺς ἑκατηβόλου Ἀπόλλωνος [1.371] ἦλθε θοὰς ἐπὶ νῆας Ἀχαιῶν χαλκοχιτώνων [1.372] λυσόμενός τε θύγατρα φέρων τ᾽ ἀπερείσι᾽ ἄποινα, [1.373] στέμματ᾽ ἔχων ἐν χερσὶν ἑκηβόλου Ἀπόλλωνος [1.374] χρυσέῳ ἀνὰ σκήπτρῳ, καὶ λίσσετο πάντας Ἀχαιούς, [1.375] Ἀτρεΐδα δὲ μάλιστα δύω κοσμήτορε λαῶν. [0]","However, Chryses, priest of Apollo, who strikes from afar, came to the swift ships of the bronze-clad Achaeans, to free his daughter, bearing ransom past counting, and in his hands he held the wreaths of Apollo who strikes from afar, on a staff of gold, and he implored all the Achaeans, but most of all the two sons of Atreus, marshallers of the people.",Χρύσης δέ αὖτε ἱερεύς ἑκατηβόλος Ἀπόλλων ἔρχομαι θοός ἐπί ναῦς Ἀχαιός χαλκοχίτων λύω τε θυγάτηρ φέρω τε ἀπερείσιος ἄποινα στέμμα ἔχω ἐν χείρ ἑκηβόλος Ἀπόλλων χρύσεος ἀνά σκῆπτρον καί λίσσομαι πᾶς Ἀχαιός Ἀτρείδης δέ μάλιστα δύο κοσμήτωρ λαός,,,,,,,,,,,,,,,,,,,,,,,,,,
2274321,1.376-1.377,[1.376] ἔνθ᾽ ἄλλοι μὲν πάντες ἐπευφήμησαν Ἀχαιοὶ [1.377] αἰδεῖσθαί θ᾽ ἱερῆα καὶ ἀγλαὰ δέχθαι ἄποινα:,"Then all the rest of the Achaeans shouted assent, to reverence the priest and accept the glorious ransom;",ἔνθα ἄλλος μέν πᾶς ἐπευφημέω Ἀχαιός αἰδέομαι τε ἱερεύς καί ἀγλαός δέχομαι ἄποινα,,,,,,,,,,,,,,,,,,,,,,,,,,
2274322,1.378-1.379,"[1.378] ἀλλ᾽ οὐκ Ἀτρεΐδῃ Ἀγαμέμνονι ἥνδανε θυμῷ, [1.379] ἀλλὰ κακῶς ἀφίει, κρατερὸν δ᾽ ἐπὶ μῦθον ἔτελλε:","yet the thing did not please the heart of Agamemnon, son of Atreus, but he sent him away harshly, and laid upon him a stern command.",ἀλλά οὐ Ἀτρείδης Ἀγαμέμνων ἁνδάνω θυμός ἀλλά κακός ἀφίημι κρατερός δέ ἐπί μῦθος τέλλω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274323,1.38,[1.380] χωόμενος δ᾽ ὁ γέρων πάλιν ᾤχετο:,So the old man went back again in anger;,χώομαι δέ ὁ γέρων πάλιν οἴχομαι,,,,,,,,,,,,,,,,,,,,,,,,,,
2274324,1.380-1.382,"[1.380] τοῖο δ᾽ Ἀπόλλων [1.381] εὐξαμένου ἤκουσεν, ἐπεὶ μάλα οἱ φίλος ἦεν, [1.382] ἧκε δ᾽ ἐπ᾽ Ἀργείοισι κακὸν βέλος:","and Apollo heard his prayer, for he was very dear to him, and sent against the Argives an evil shaft.",ὁ δέ Ἀπόλλων εὔχομαι ἀκούω ἐπεί μάλα ἕ φίλος εἰμί ἵημι δέ ἐπί Ἀργεῖος κακός βέλος,,,,,,,,,,,,,,,,,,,,,,,,,,
2274325,1.382-1.384,"[1.382] οἳ δέ νυ λαοὶ [1.383] θνῇσκον ἐπασσύτεροι, τὰ δ᾽ ἐπῴχετο κῆλα θεοῖο [1.384] πάντῃ ἀνὰ στρατὸν εὐρὺν Ἀχαιῶν:","Then the people began to die thick and fast, and the shafts of the god ranged everywhere throughout the wide camp of the Achaeans.",ὁ δέ νῦν λαός θνήσκω ἐπασσύτερος ὁ δέ ἐποίχομαι κῆλον θεός πάντῃ ἀνά στρατός εὐρύς Ἀχαιός,,,,,,,,,,,,,,,,,,,,,,,,,,
2274326,1.384-1.385,[1.384] ἄμμι δὲ μάντις [1.385] εὖ εἰδὼς ἀγόρευε θεοπροπίας ἑκάτοιο.,But to us the prophet with sure knowledge declared the oracles of the god who strikes from afar.,ἐγώ δέ μάντις εὖ οἶδα ἀγορεύω θεοπροπία ἕκατος,,,,,,,,,,,,,,,,,,,,,,,,,,
2274327,1.386,[1.386] αὐτίκ᾽ ἐγὼ πρῶτος κελόμην θεὸν ἱλάσκεσθαι:,"Forthwith, then, I first bade propitiate the god,",αὐτίκα ἐγώ πρῶτος κέλομαι θεός ἱλάσκομαι,,,,,,,,,,,,,,,,,,,,,,,,,,
2274328,1.387-1.388,"[1.387] Ἀτρεΐωνα δ᾽ ἔπειτα χόλος λάβεν, αἶψα δ᾽ ἀναστὰς [1.388] ἠπείλησεν μῦθον ὃ δὴ τετελεσμένος ἐστί:","but thereafter anger seized the son of Atreus, and straightway he arose and spoke a threatening word, which now has come to pass.",Ἀτρείδης δέ ἔπειτα χόλος λαμβάνω αἶψα δέ ἀνίστημι ἀπειλέω2 μῦθος ὁ δή τελέω εἰμί,,,,,,,,,,,,,,,,,,,,,,,,,,
2274329,1.389-1.390,"[1.389] τὴν μὲν γὰρ σὺν νηῒ θοῇ ἑλίκωπες Ἀχαιοὶ [1.390] ἐς Χρύσην πέμπουσιν, ἄγουσι δὲ δῶρα ἄνακτι:","For the quick-glancing Achaeans are taking the maiden in a swift ship to Chryse , and are bearing gifts to the god;",ὁ μέν γάρ σύν ναῦς θοός ἑλίκωψ Ἀχαιός εἰς Χρύσης πέμπω ἄγω δέ δῶρον ἄναξ,,,,,,,,,,,,,,,,,,,,,,,,,,
2274330,1.391-1.392,[1.391] τὴν δὲ νέον κλισίηθεν ἔβαν κήρυκες ἄγοντες [1.392] κούρην Βρισῆος τήν μοι δόσαν υἷες Ἀχαιῶν. [0],"while the other woman the heralds have just now taken from my tent and led away, the daughter of Briseus, whom the sons of the Achaeans gave me.",ὁ δέ νέος κλισίηθεν βαίνω κῆρυξ ἄγω κόρη Βρισεύς ὁ ἐγώ δίδωμι υἱός Ἀχαιός,,,,,,,,,,,,,,,,,,,,,,,,,,
2274331,1.393,[1.393] ἀλλὰ σὺ εἰ δύνασαί γε περίσχεο παιδὸς ἑῆος:,"But, you, if you are able, guard your own son;",ἀλλά σύ εἰ δύναμαι γε περιέχω παῖς ἐύς,,,,,,,,,,,,,,,,,,,,,,,,,,
2274332,1.394-1.395,"[1.394] ἐλθοῦσ᾽ Οὔλυμπον δὲ Δία λίσαι, εἴ ποτε δή τι [1.395] ἢ ἔπει ὤνησας κραδίην Διὸς ἠὲ καὶ ἔργῳ.","go to Olympus and make prayer to Zeus, if ever you have gladdened his heart by word or deed.",ἔρχομαι Ὄλυμπος δέ Ζεύς λίσσομαι εἰ ποτέ δή τις ἤ ἔπος ὀνίνημι καρδία Ζεύς ἤ καί ἔργον,,,,,,,,,,,,,,,,,,,,,,,,,,
2274333,1.396-1.400,"[1.396] πολλάκι γάρ σεο πατρὸς ἐνὶ μεγάροισιν ἄκουσα [1.397] εὐχομένης ὅτ᾽ ἔφησθα κελαινεφέϊ Κρονίωνι [1.398] οἴη ἐν ἀθανάτοισιν ἀεικέα λοιγὸν ἀμῦναι, [1.399] ὁππότε μιν ξυνδῆσαι Ὀλύμπιοι ἤθελον ἄλλοι [1.400] Ἥρη τ᾽ ἠδὲ Ποσειδάων καὶ Παλλὰς Ἀθήνη: [0]","For often I have heard you glorying in the halls of my father, and declaring that you alone among the immortals warded off shameful ruin from the son of Cronos, lord of the dark clouds, on the day when the other Olympians wished to put him in bonds, even Hera and Poseidon and Pallas Athene.",πολλάκις γάρ σύ πατήρ ἐν μέγαρον ἀκούω εὔχομαι ὅτι2 φημί κελαινεφής Κρονίων οἶος ἐν ἀθάνατος ἀεικής λοιγός ἀμύνω ὁπότε μιν συνδέω Ὀλύμπιος ἐθέλω ἄλλος Ἥρα τε ἠδέ Ποσειδεών καί Παλλάς Ἀθήνη,,,,,,,,,,,,,,,,,,,,,,,,,,
2274334,1.401-1.404,"[1.401] ἀλλὰ σὺ τόν γ᾽ ἐλθοῦσα θεὰ ὑπελύσαο δεσμῶν, [1.402] ὦχ᾽ ἑκατόγχειρον καλέσασ᾽ ἐς μακρὸν Ὄλυμπον, [1.403] ὃν Βριάρεων καλέουσι θεοί, ἄνδρες δέ τε πάντες [1.404] Αἰγαίων᾽, ὃ γὰρ αὖτε βίην οὗ πατρὸς ἀμείνων: [0] [1]","But you came, goddess, and freed him from his bonds, when you had quickly called to high Olympus him of the hundred hands, whom the gods call Briareus, but all men Aegaeon; for he is mightier than his father. 1",ἀλλά σύ ὁ γε ἔρχομαι θεά ὑπολύω δεσμός ὦκα ἑκατόγχειρος καλέω εἰς μακρός Ὄλυμπος ὅς οτηερ καλέω θεός ἀνήρ δέ τε πᾶς Αἰγαίων ὁ γάρ αὖτε βία ἑός πατήρ ἀμείνων,,,,,,,,,,,,,,,,,,,,,,,,,,
2274335,1.405,[1.405] ὅς ῥα παρὰ Κρονίωνι καθέζετο κύδεϊ γαίων:,"He sat down by the side of the son of Cronos, exulting in his glory,",ὅς ἄρα παρά Κρονίων καθέζομαι κῦδος γαίω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274336,1.406,[1.406] τὸν καὶ ὑπέδεισαν μάκαρες θεοὶ οὐ δ᾽ ἔτ᾽ ἔδησαν.,"and the blessed gods were seized with fear of him, and did not bind Zeus.",ὁ καί ὑποδείδω μάκαρ θεός οὐ δέ ἔτι δέω,,,,,,,,,,,,,,,,,,,,,,,,,,
2274337,1.407-1.412,"[1.407] τῶν νῦν μιν μνήσασα παρέζεο καὶ λαβὲ γούνων [1.408] αἴ κέν πως ἐθέλῃσιν ἐπὶ Τρώεσσιν ἀρῆξαι, [1.409] τοὺς δὲ κατὰ πρύμνας τε καὶ ἀμφ᾽ ἅλα ἔλσαι Ἀχαιοὺς [1.410] κτεινομένους, ἵνα πάντες ἐπαύρωνται βασιλῆος, [1.411] γνῷ δὲ καὶ Ἀτρεΐδης εὐρὺ κρείων Ἀγαμέμνων [1.412] ἣν ἄτην ὅ τ᾽ ἄριστον Ἀχαιῶν οὐδὲν ἔτισεν.","Bring this now to his remembrance, and sit by his side, and clasp his knees, in hope that he might perhaps wish to succour the Trojans, and for those others, the Achaeans, to pen them in among the sterns of their ships and around the sea as they are slain, so that they may all have profit of their king, and that the son of Atreus, wide-ruling Agamemnon may know his blindness in that he did no honour to the best of the Achaeans.",ὁ νῦν μιν μιμνήσκω παρέζομαι καί λαμβάνω γόνυ εἰ ἄν πως ἐθέλω ἐπί Τρώς ἀρήγω ὁ δέ κατά πρύμνα τε καί ἀμφί ἅλς εἴλω Ἀχαιός κτείνω ἵνα πᾶς ἐπαυρέω βασιλεύς γιγνώσκω δέ καί Ἀτρείδης εὐρύς κρείων Ἀγαμέμνων ἑός ἄτη ὅς τε ἄριστος Ἀχαιός οὐδείς τίνω,,,,,,,,,,,,,,,,,,,,,,,,,,
