Serial # in Treebank,Citation,Greek text,English,Lemmas
2187297,7.148-7.150,"[7.148] τοῖσιν θεοὶ ὄλβια δοῖεν [7.149] ζωέμεναι, καὶ παισὶν ἐπιτρέψειεν ἕκαστος [7.150] κτήματ᾽ ἐνὶ μεγάροισι γέρας θ᾽ ὅ τι δῆμος ἔδωκεν:","to whom may the gods grant happiness in life, and may each of them hand down to his children the wealth in his halls, and the dues of honor which the people have given him.",ὁ θεός ὄλβιος δίδωμι ζώω καί παῖς ἐπιτρέπω ἕκαστος κτῆμα ἐν μέγαρον γέρας τε ὅς τις δῆμος δίδωμι
2187298,7.151-7.152,"[7.151] αὐτὰρ ἐμοὶ πομπὴν ὀτρύνετε πατρίδ᾽ ἱκέσθαι [7.152] θᾶσσον, ἐπεὶ δὴ δηθὰ φίλων ἄπο πήματα πάσχω.&#34;","But for me do ye speed my sending, that I may come to my native land, and that quickly; for long time have I been suffering woes far from my friends.",ἀτάρ ἐγώ πομπή ὀτρύνω πατρίς ἱκνέομαι ταχύς ἐπεί δή δηθά φίλος ἀπό πῆμα πάσχω θυοτε
2187299,7.153-7.154,[7.153] ὣς εἰπὼν κατ᾽ ἄρ᾽ ἕζετ᾽ ἐπ᾽ ἐσχάρῃ ἐν κονίῃσιν [7.154] πὰρ πυρί:,"So saying he sat down on the hearth in the ashes by the fire,",ὡς εἶπον κατά ἄρα ἕζομαι ἐπί ἐσχάρα ἐν κονία παρά πῦρ
2187300,7.154,[7.154] οἱ δ᾽ ἄρα πάντες ἀκὴν ἐγένοντο σιωπῇ.,and they were all hushed in silence.,ὁ δέ ἄρα πᾶς ἀκήν γίγνομαι σιωπή
2187301,7.155-7.157,"[7.155] ὀψὲ δὲ δὴ μετέειπε γέρων ἥρως Ἐχένηος, [7.156] ὃς δὴ Φαιήκων ἀνδρῶν προγενέστερος ἦεν [7.157] καὶ μύθοισι κέκαστο, παλαιά τε πολλά τε εἰδώς: [0]","But at length there spoke among them the old lord Echeneus, who was an elder among the Phaeacians, well skilled in speech, and understanding all the wisdom of old.",ὀψέ δέ δή μετεῖπον γέρων ἥρως Ἐχένηος ὅς δή Φαίαξ ἀνήρ προγενής εἰμί καί μῦθος καίνυμαι παλαιός τε πολύς τε οἶδα
2187302,7.158,[7.158] ὅ σφιν ἐὺ φρονέων ἀγορήσατο καὶ μετέειπεν:,"He with good intent addressed the assembly, and said:",ὁ σφεῖς εὖ φρονέω ἀγοράομαι καί μετεῖπον
2187303,7.159-7.161,"&#34; [7.159] Ἀλκίνο᾽, οὐ μέν τοι τόδε κάλλιον, οὐ δὲ ἔοικε, [7.160] ξεῖνον μὲν χαμαὶ ἧσθαι ἐπ᾽ ἐσχάρῃ ἐν κονίῃσιν, [7.161] οἵδε δὲ σὸν μῦθον ποτιδέγμενοι ἰσχανόωνται. [0]","Alcinous, lo, this is not the better way, nor is it seemly, that a stranger should sit upon the ground on the hearth in the ashes; but these others hold back waiting for thy word.",θυοτε Ἀλκίνοος οὐ μέν τοι ὅδε καλός οὐ δέ ἔοικα ξένος μέν χαμαί ἧμαι ἐπί ἐσχάρα ἐν κονία ὅδε δέ σός μῦθος προσδέχομαι ἰσχανάω
2187304,7.162-7.165,"[7.162] ἄλλ᾽ ἄγε δὴ ξεῖνον μὲν ἐπὶ θρόνου ἀργυροήλου [7.163] εἷσον ἀναστήσας, σὺ δὲ κηρύκεσσι κέλευσον [7.164] οἶνον ἐπικρῆσαι, ἵνα καὶ Διὶ τερπικεραύνῳ [7.165] σπείσομεν, ὅς θ᾽ ἱκέτῃσιν ἅμ᾽ αἰδοίοισιν ὀπηδεῖ:","Come, make the stranger to arise, and set him upon a silver-studded chair, and bid the heralds mix wine, that we may pour libations also to Zeus, who hurls the thunderbolt; for he ever attends upon reverend suppliants.",ἀλλά ἄγε δή ξένος μέν ἐπί θρόνος ἀργυρόηλος ἵζω ἀνίστημι σύ δέ κῆρυξ κελεύω οἶνος ἐπικεράννυμι ἵνα καί Ζεύς τερπικέραυνος σπένδω ὅς τε ἱκέτης ἅμα αἰδοῖος ὀπαδέω
2187305,7.166,[7.166] δόρπον δὲ ξείνῳ ταμίη δότω ἔνδον ἐόντων.&#34;,And let the housewife give supper to the stranger of the store that is in the house.,δόρπον δέ ξένος ταμία δίδωμι ἔνδον εἰμί θυοτε
2187306,7.167-7.171,"[7.167] αὐτὰρ ἐπεὶ τό γ᾽ ἄκουσ᾽ ἱερὸν μένος Ἀλκινόοιο, [7.168] χειρὸς ἑλὼν Ὀδυσῆα δαΐφρονα ποικιλομήτην [7.169] ὦρσεν ἀπ᾽ ἐσχαρόφιν καὶ ἐπὶ θρόνου εἷσε φαεινοῦ, [7.170] υἱὸν ἀναστήσας ἀγαπήνορα Λαοδάμαντα, [7.171] ὅς οἱ πλησίον ἷζε, μάλιστα δέ μιν φιλέεσκεν. [0]","When the strong and mighty Alcinous heard this, he took by the hand Odysseus, the wise and crafty-minded, and raised him from the hearth, and set him upon a bright chair from which he bade his son, the kindly 1 Laodamas, to rise; for he sat next to him, and was his best beloved.",ἀτάρ ἐπεί ὁ γε ἀκούω ἱερός μένος Ἀλκίνοος χείρ αἱρέω Ὀδυσσεύς δαίφρων ποικιλομήτης ὄρνυμι ἀπό ἐσχάρα καί ἐπί θρόνος ἵζω φαεινός υἱός ἀνίστημι ἀγαπήνωρ Λαοδάμας ὅς ἕ πλησίος ἵζω μάλιστα δέ μιν φιλέω
2187307,7.172-7.174,"[7.172] χέρνιβα δ᾽ ἀμφίπολος προχόῳ ἐπέχευε φέρουσα [7.173] καλῇ χρυσείῃ ὑπὲρ ἀργυρέοιο λέβητος, [7.174] νίψασθαι:","Then a handmaid brought water for the hands in a fair pitcher of gold, and poured it over a silver basin, for him to wash,",χέρνιψ δέ ἀμφίπολος πρόχοος ἐπιχέω φέρω καλός χρύσεος ὑπέρ ἀργύρεος λέβης νίζω
2187308,7.174,[7.174] παρὰ δὲ ξεστὴν ἐτάνυσσε τράπεζαν.,and beside him she drew up a polished table.,παρά δέ ξεστός τανύω τράπεζα
2187309,7.175-7.176,"[7.175] σῖτον δ᾽ αἰδοίη ταμίη παρέθηκε φέρουσα, [7.176] εἴδατα πόλλ᾽ ἐπιθεῖσα, χαριζομένη παρεόντων.","And the grave housewife brought and set before him bread, and therewith dainties in abundance, giving freely of her store.",σῖτος δέ αἰδοῖος ταμία παρατίθημι φέρω εἶδαρ πολύς ἐπιτίθημι χαρίζομαι πάρειμι
2187310,7.177,[7.177] αὐτὰρ ὁ πῖνε καὶ ἦσθε πολύτλας δῖος Ὀδυσσεύς. [0],So the much-enduring goodly Odysseus drank and ate;,ἀτάρ ὁ πίνω καί ἔσθω πολύτλας δῖος Ὀδυσσεύς
2187311,7.178,[7.178] καὶ τότε κήρυκα προσέφη μένος Ἀλκινόοιο:,"and then the mighty Alcinous spoke to the herald, and said:",καί τότε κῆρυξ πρόσφημι μένος Ἀλκίνοος
2187312,7.179-7.181,"&#34; [7.179] Ποντόνοε, κρητῆρα κερασσάμενος μέθυ νεῖμον [7.180] πᾶσιν ἀνὰ μέγαρον, ἵνα καὶ Διὶ τερπικεραύνῳ [7.181] σπείσομεν, ὅς θ᾽ ἱκέτῃσιν ἅμ᾽ αἰδοίοισιν ὀπηδεῖ.&#34;","Pontonous, mix the bowl, and serve wine to all in the hall, that we may pour libations also to Zeus, who hurls the thunderbolt; for he ever attends upon reverend suppliants.",θυοτε Ποντόνοος κρατήρ κεράννυμι μέθυ νέμω πᾶς ἀνά μέγαρον ἵνα καί Ζεύς τερπικέραυνος σπένδω ὅς τε ἱκέτης ἅμα αἰδοῖος ὀπαδέω θυοτε
2187313,7.182-7.183,"[7.182] ὣς φάτο, Ποντόνοος δὲ μελίφρονα οἶνον ἐκίρνα, [7.183] νώμησεν δ᾽ ἄρα πᾶσιν ἐπαρξάμενος δεπάεσσιν.","He spoke, and Pontonous mixed the honey-hearted wine, and served out to all, pouring first drops for libation into the cups.",ὡς φημί Ποντόνοος δέ μελίφρων οἶνος κιρνάω νωμάω δέ ἄρα πᾶς ἐπάρχω δέπας
2187314,7.184-7.185,"[7.184] αὐτὰρ ἐπεὶ σπεῖσάν τ᾽ ἔπιόν θ᾽, ὅσον ἤθελε θυμός, [7.185] τοῖσιν δ᾽ Ἀλκίνοος ἀγορήσατο καὶ μετέειπε: [0]","But when they had poured libations, and had drunk to their heart's content, Alcinous addressed the assembly, and spoke among them:",ἀτάρ ἐπεί σπένδω τε πίνω τε ὅσος ἐθέλω θυμός ὁ δέ Ἀλκίνοος ἀγοράομαι καί μετεῖπον
2187315,7.186-7.187,"&#34; [7.186] κέκλυτε, Φαιήκων ἡγήτορες ἠδὲ μέδοντες [7.187] ὄφρ᾽ εἴπω τά με θυμὸς ἐνὶ στήθεσσι κελεύει. [0]","Hearken to me, leaders and counsellors of the Phaeacians, that I may say what the heart in my breast bids me.",θυοτε κλύω Φαίαξ ἡγήτωρ ἠδέ μέδων ὄφρα εἶπον ὁ ἐγώ θυμός ἐν στῆθος κελεύω
2187316,7.188,[7.188] νῦν μὲν δαισάμενοι κατακείετε οἴκαδ᾽ ἰόντες:,"Now that ye have finished your feast, go each of you to his house to rest.",νῦν μέν δαίνυμι κατακείω οἴκαδε εἶμι
2187317,7.189-7.196,"[7.189] ἠῶθεν δὲ γέροντας ἐπὶ πλέονας καλέσαντες [7.190] ξεῖνον ἐνὶ μεγάροις ξεινίσσομεν ἠδὲ θεοῖσιν [7.191] ῥέξομεν ἱερὰ καλά, ἔπειτα δὲ καὶ περὶ πομπῆς [7.192] μνησόμεθ᾽, ὥς χ᾽ ὁ ξεῖνος ἄνευθε πόνου καὶ ἀνίης [7.193] πομπῇ ὑφ᾽ ἡμετέρῃ ἣν πατρίδα γαῖαν ἵκηται [7.194] χαίρων καρπαλίμως, εἰ καὶ μάλα τηλόθεν ἐστί, [7.195] μη δέ τι μεσσηγύς γε κακὸν καὶ πῆμα πάθῃσι, [7.196] πρίν γε τὸν ἧς γαίης ἐπιβήμεναι:","But in the morning we will call more of the elders together, and will entertain the stranger in our halls and offer goodly victims to the gods. After that we will take thought also of his sending, that without toil or pain yon stranger may under our sending, come to his native land speedily and with rejoicing, though he come from never so far. Nor shall he meanwhile suffer any evil or harm, until he sets foot upon his own land;",ἠῶθεν δέ γέρων ἐπί πλείων καλέω ξένος ἐν μέγαρον ξενίζω ἠδέ θεός ῥέζω ἱερόν καλός ἔπειτα δέ καί περί πομπή μιμνήσκω ὡς ἄν ὁ ξένος ἄνευθε πόνος καί ἀνία πομπή ὑπό ἡμέτερος ἑός πατρίς γαῖα ἱκνέομαι χαίρω καρπάλιμος εἰ καί μάλα τηλόθεν εἰμί μή δέ τις μεσηγύ γε κακός καί πῆμα πάσχω πρίν γε ὁ ἑός γαῖα ἐπιβαίνω
2187318,7.196-7.198,"[7.196] ἔνθα δ᾽ ἔπειτα [7.197] πείσεται, ἅσσα οἱ αἶσα κατὰ κλῶθές τε βαρεῖαι [7.198] γιγνομένῳ νήσαντο λίνῳ, ὅτε μιν τέκε μήτηρ.","but thereafter he shall suffer whatever Fate and the dread Spinners spun with their thread for him at his birth, when his mother bore him.",ἔνθα δέ ἔπειτα πάσχω ὅστις ἕ Αἶσα κατά Κλῶθες τε βαρύς γίγνομαι νέω2 λίνον ὅτε μιν τίκτω μήτηρ
2187319,7.199-7.200,"[7.199] εἰ δέ τις ἀθανάτων γε κατ᾽ οὐρανοῦ εἰλήλουθεν, [7.200] ἄλλο τι δὴ τόδ᾽ ἔπειτα θεοὶ περιμηχανόωνται.","But if he is one of the immortals come down from heaven, then is this some new thing which the gods are planning;",εἰ δέ τις ἀθάνατος γε κατά οὐρανός ἔρχομαι ἄλλος τις δή ὅδε ἔπειτα θεός περιμηχανάομαι
2187320,7.201-7.203,"[7.201] αἰεὶ γὰρ τὸ πάρος γε θεοὶ φαίνονται ἐναργεῖς [7.202] ἡμῖν, εὖτ᾽ ἔρδωμεν ἀγακλειτὰς ἑκατόμβας, [7.203] δαίνυνταί τε παρ᾽ ἄμμι καθήμενοι ἔνθα περ ἡμεῖς. [0]","for ever heretofore have they been wont to appear to us in manifest form, when we sacrifice to them glorious hecatombs, and they feast among us, sitting even where we sit.",ἀεί γάρ ὁ πάρος γε θεός φαίνω ἐναργής ἐγώ εὖτε ἔρδω ἀγακλειτός ἑκατόμβη δαίνυμι τε παρά ἐγώ κάθημαι ἔνθα πέρ ἐγώ
2187321,7.204-7.206,"[7.204] εἰ δ᾽ ἄρα τις καὶ μοῦνος ἰὼν ξύμβληται ὁδίτης, [7.205] οὔ τι κατακρύπτουσιν, ἐπεί σφισιν ἐγγύθεν εἰμέν, [7.206] ὥς περ Κύκλωπές τε καὶ ἄγρια φῦλα Γιγάντων.&#34; [0]","Aye, and if one of us as a lone wayfarer meets them, they use no concealment, for we are of near kin to them, as are the Cyclopes and the wild tribes of the Giants.",εἰ δέ ἄρα τις καί μόνος εἶμι συμβάλλω ὁδίτης οὐ τις κατακρύπτω ἐπεί σφεῖς ἐγγύθεν εἰμί ὡς πέρ Κύκλωψ τε καί ἄγριος φῦλον Γίγας θυοτε
2187322,7.207,[7.207] τὸν δ᾽ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς:,"Then Odysseus of many wiles answered him, and said:",ὁ δέ ἀπαμείβομαι πρόσφημι πολύμητις Ὀδυσσεύς
2187323,7.208,"&#34; [7.208] Ἀλκίνο᾽, ἄλλο τί τοι μελέτω φρεσίν:","Alcinous, far from thee be that thought;",θυοτε Ἀλκίνοος ἄλλος τις σύ μέλω φρήν
2187324,7.208-7.210,"[7.208] οὐ γὰρ ἐγώ γε [7.209] ἀθανάτοισιν ἔοικα, τοὶ οὐρανὸν εὐρὺν ἔχουσιν, [7.210] οὐ δέμας οὐ δὲ φυήν, ἀλλὰ θνητοῖσι βροτοῖσιν. [0]","for I am not like the immortals, who hold broad heaven, either in stature or in form, but like mortal men.",οὐ γάρ ἐγώ γε ἀθάνατος ἔοικα ὁ οὐρανός εὐρύς ἔχω οὐ δέμας οὐ δέ φυή ἀλλά θνητός βροτός
2187325,7.211-7.212,"[7.211] οὕς τινας ὑμεῖς ἴστε μάλιστ᾽ ὀχέοντας ὀιζὺν [7.212] ἀνθρώπων, τοῖσίν κεν ἐν ἄλγεσιν ἰσωσαίμην.","Whomsoever ye know among men who bear greatest burden of woe, to them might I liken myself in my sorrows.",ὅς τις σύ οἶδα μάλιστα ὀχέω ὀιζύς ἄνθρωπος ὁ ἄν ἐν ἄλγος ἰσόω
2187326,7.213-7.214,"[7.213] καὶ δ᾽ ἔτι κεν καὶ μᾶλλον ἐγὼ κακὰ μυθησαίμην, [7.214] ὅσσα γε δὴ ξύμπαντα θεῶν ἰότητι μόγησα.","Yea, and I could tell a yet longer tale of all the evils which I have endured by the will of the gods.",καί δέ ἔτι ἄν καί μᾶλλον ἐγώ κακός μυθέομαι ὅσος γε δή σύμπας θεός ἰότης μογέω
